element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
499,10,1,0,TRUE,2019-08-11T13:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3183,0,0
499,17,14,0,FALSE,2019-08-17T14:00:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-120,4214,531,651
499,28,17,0,FALSE,2019-08-25T15:30:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-472,4024,236,708
499,38,18,0,TRUE,2019-08-31T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-218,4109,333,551
499,44,10,0,FALSE,2019-09-14T11:30:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-743,3419,133,876
499,58,4,0,TRUE,2019-09-21T16:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-354,3105,21,375
499,66,9,0,FALSE,2019-09-29T15:30:00Z,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-285,2828,13,298
499,76,12,0,TRUE,2019-10-06T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-160,2671,9,169
274,1,10,0,FALSE,2019-08-09T19:00:00Z,4,1,1,90,0,0,0,4,0,0,0,0,0,0,0,16,25.8,1.4,0.0,2.7,45,0,168643,0,0
274,17,13,1,TRUE,2019-08-17T14:00:00Z,3,1,2,90,0,0,0,1,0,0,0,1,0,0,0,7,4.2,14.2,18.0,3.6,45,-5400,172180,7470,12870
274,26,6,1,TRUE,2019-08-24T11:30:00Z,2,3,3,90,0,0,0,3,0,0,0,0,0,0,0,6,16.6,2.1,2.0,2.1,45,-10690,163903,7350,18040
274,40,19,0,FALSE,2019-08-31T14:00:00Z,2,0,4,90,0,0,0,2,0,0,0,1,0,0,0,11,11.8,12.3,20.0,4.4,45,-9359,156762,6793,16152
274,46,11,0,TRUE,2019-09-14T16:30:00Z,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-27168,129726,3047,30215
274,52,5,0,FALSE,2019-09-21T14:00:00Z,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-21884,108527,297,22181
274,64,7,1,FALSE,2019-09-28T14:00:00Z,2,0,7,90,0,0,0,2,0,0,0,0,0,0,0,11,13.0,4.4,10.0,2.7,44,-14629,94327,199,14828
274,77,2,0,TRUE,2019-10-05T14:00:00Z,1,5,8,90,0,0,0,5,0,0,0,0,0,0,0,7,0.2,14.0,20.0,3.4,44,-1982,93208,1608,3590
460,9,12,1,FALSE,2019-08-11T15:30:00Z,4,0,1,65,0,0,0,2,0,0,0,1,0,0,0,1,0.0,0.8,24.0,2.4,70,0,115213,0,0
460,14,9,1,TRUE,2019-08-18T15:30:00Z,1,1,2,29,0,0,0,1,0,0,0,0,0,0,0,2,0.0,11.6,5.0,1.5,70,11156,152777,38435,27279
460,26,14,13,FALSE,2019-08-24T11:30:00Z,2,3,3,74,2,0,0,2,0,0,0,0,0,0,3,56,67.6,12.5,48.0,12.8,70,-30725,126585,16805,47530
460,33,15,13,TRUE,2019-08-31T14:00:00Z,2,2,4,83,2,0,0,1,0,0,0,0,0,0,3,53,77.0,46.8,61.0,18.5,71,367662,555628,412699,45037
460,50,20,14,FALSE,2019-09-14T14:00:00Z,2,5,5,76,3,0,0,1,1,0,0,1,0,0,3,68,95.8,1.9,57.0,15.5,72,539919,1139221,610091,70172
460,53,10,2,TRUE,2019-09-22T15:30:00Z,1,2,6,76,0,0,0,2,0,0,0,0,0,0,0,-5,1.4,0.8,25.0,2.7,73,548749,1702311,611854,63105
460,63,4,2,TRUE,2019-09-28T14:00:00Z,2,0,7,83,0,0,1,0,0,0,0,0,0,0,0,-2,13.2,28.3,77.0,11.9,75,767831,2521808,795586,27755
460,78,16,8,FALSE,2019-10-06T13:00:00Z,1,4,8,83,1,0,0,1,0,0,0,0,0,0,2,28,40.2,10.3,35.0,8.6,76,153693,2673073,223319,69626
63,2,15,1,TRUE,2019-08-10T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,10,3.4,7.0,4.0,1.4,45,0,90570,0,0
63,12,2,2,FALSE,2019-08-17T14:00:00Z,1,2,2,90,0,0,0,1,0,0,0,0,0,0,0,14,12.2,1.2,4.0,1.7,45,-6200,88424,2040,8240
63,22,11,1,TRUE,2019-08-25T13:00:00Z,1,3,3,67,0,0,0,3,0,0,0,0,0,0,0,3,3.8,0.5,33.0,3.7,45,-10345,79479,2953,13298
63,36,9,1,FALSE,2019-08-31T14:00:00Z,3,1,4,63,0,0,0,2,0,0,0,0,0,0,0,12,7.2,1.3,22.0,3.1,45,-5546,75064,3428,8974
63,42,8,0,TRUE,2019-09-15T13:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-14701,60263,542,15243
63,59,16,0,FALSE,2019-09-20T19:00:00Z,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-10388,50159,129,10517
63,62,19,0,TRUE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-10966,39300,30,10996
63,71,1,0,FALSE,2019-10-06T13:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-5160,34248,18,5178
437,3,5,2,FALSE,2019-08-10T14:00:00Z,3,0,1,72,0,0,0,2,0,0,0,0,0,0,0,-5,0.0,1.8,21.0,1.6,60,0,75736,0,0
437,19,10,2,TRUE,2019-08-17T14:00:00Z,1,2,2,67,0,0,0,1,0,0,0,0,0,0,0,4,0.2,12.2,16.0,2.8,60,-8706,70309,1924,10630
437,23,4,2,FALSE,2019-08-24T14:00:00Z,0,2,3,79,0,0,1,0,0,0,0,0,0,0,0,4,5.4,13.0,56.0,7.4,59,-6852,65044,8171,15023
437,39,12,2,TRUE,2019-08-31T11:30:00Z,1,1,4,61,0,0,0,1,0,0,0,0,0,0,0,3,1.0,12.8,10.0,2.4,58,-14908,50641,2082,16990
437,47,15,2,FALSE,2019-09-14T14:00:00Z,0,1,5,90,0,0,1,0,0,0,0,0,0,0,0,3,6.0,12.6,52.0,7.1,58,-6197,45633,4006,10203
437,59,3,5,TRUE,2019-09-20T19:00:00Z,1,3,6,76,0,1,0,2,0,0,0,0,0,0,0,17,4.2,23.5,12.0,4.0,57,-3725,42416,2915,6640
437,69,17,0,FALSE,2019-09-28T14:00:00Z,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,-3213,39747,3665,6878
437,78,6,1,TRUE,2019-10-06T13:00:00Z,1,4,8,9,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,4.0,0.2,56,-4216,35647,1128,5344
526,1,14,1,TRUE,2019-08-09T19:00:00Z,4,1,1,51,0,0,0,1,0,0,0,0,0,2,0,7,10.6,0.0,0.0,1.1,45,0,0,0,0
526,19,16,3,FALSE,2019-08-17T14:00:00Z,1,2,2,90,0,0,0,1,0,0,0,0,0,3,0,12,12.2,0.0,0.0,1.2,45,134813,178033,163790,28977
526,24,1,2,TRUE,2019-08-24T16:30:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,2,0,10,9.2,0.0,0.0,0.9,45,36178,226686,64235,28057
526,32,5,6,FALSE,2019-08-31T16:30:00Z,0,3,4,90,0,0,1,0,0,0,0,0,0,2,0,25,20.8,0.0,0.0,2.1,45,82258,330807,107126,24868
526,44,13,2,TRUE,2019-09-14T11:30:00Z,3,1,5,90,0,0,0,1,0,0,0,0,0,0,0,7,4.6,0.0,0.0,0.5,46,86099,433745,109913,23814
526,53,6,2,FALSE,2019-09-22T15:30:00Z,1,2,6,90,0,0,0,1,0,0,0,0,0,1,0,12,12.4,0.0,0.0,1.2,46,-6934,422546,24280,31214
526,68,15,5,FALSE,2019-09-28T11:30:00Z,0,1,7,90,0,0,1,0,0,0,0,1,0,2,0,22,15.8,0.0,0.0,1.6,46,35162,470770,56153,20991
526,74,9,2,TRUE,2019-10-05T14:00:00Z,2,1,8,90,0,0,0,1,0,0,0,0,0,0,0,10,4.8,0.0,0.0,0.5,46,7035,479476,32847,25812
210,8,19,5,FALSE,2019-08-10T11:30:00Z,0,5,1,21,1,0,0,0,0,0,0,0,0,0,0,27,33.4,0.3,17.0,5.1,120,0,1027331,0,0
210,16,17,6,TRUE,2019-08-17T16:30:00Z,2,2,2,65,1,0,0,2,0,0,0,0,0,0,0,27,31.4,10.9,51.0,9.3,120,-103549,1022143,19746,123295
210,22,3,13,FALSE,2019-08-25T13:00:00Z,1,3,3,90,2,0,0,1,0,0,0,0,0,0,3,58,75.6,34.6,68.0,17.8,120,-62711,996740,38780,101491
210,37,4,16,TRUE,2019-08-31T14:00:00Z,4,0,4,90,2,1,1,0,0,0,0,0,0,0,3,64,87.4,23.1,58.0,16.9,120,291245,1371233,331914,40669
210,46,14,6,FALSE,2019-09-14T16:30:00Z,3,2,5,90,1,0,0,3,0,0,0,0,0,0,0,21,37.6,13.3,89.0,14.0,121,336532,1779274,376539,40007
210,57,18,9,TRUE,2019-09-21T14:00:00Z,8,0,6,90,1,1,1,0,0,0,0,0,0,0,0,40,53.4,38.1,56.0,14.8,121,105549,1897051,143263,37714
210,65,8,4,FALSE,2019-09-28T16:30:00Z,1,3,7,24,0,1,0,0,0,0,0,0,0,0,0,11,0.0,2.8,7.0,0.9,122,115677,2034658,165851,50174
210,75,20,2,TRUE,2019-10-06T13:00:00Z,0,2,8,90,0,0,0,2,0,0,0,0,0,0,0,7,0.2,12.6,46.0,5.9,122,-11107,2035032,64889,75996
514,8,11,0,TRUE,2019-08-10T11:30:00Z,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,3165,0,0
514,13,4,0,FALSE,2019-08-17T14:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-494,3647,370,864
514,29,18,0,FALSE,2019-08-24T14:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-768,3207,218,986
514,40,14,0,TRUE,2019-08-31T14:00:00Z,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-522,2855,159,681
514,41,2,0,FALSE,2019-09-16T19:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-283,2698,192,475
514,60,12,0,TRUE,2019-09-22T13:00:00Z,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-155,2612,105,260
514,62,3,0,FALSE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-111,2569,125,236
514,80,7,0,TRUE,2019-10-05T16:30:00Z,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-60,2553,109,169
59,2,15,2,TRUE,2019-08-10T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,19,16.4,21.7,22.0,6.0,50,0,1076302,0,0
59,12,2,1,FALSE,2019-08-17T14:00:00Z,1,2,2,90,0,0,0,1,0,0,0,1,0,0,0,8,20.6,0.0,18.0,3.9,50,-70959,1059134,22968,93927
59,22,11,1,TRUE,2019-08-25T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,15,39.2,0.2,23.0,6.2,50,-145569,921924,14293,159862
59,36,9,1,FALSE,2019-08-31T14:00:00Z,3,1,4,90,0,0,0,3,0,0,0,0,0,0,0,14,15.8,2.2,2.0,2.0,49,-74736,860627,19849,94585
59,42,8,2,TRUE,2019-09-15T13:00:00Z,3,1,5,90,0,0,0,1,0,0,0,0,0,0,0,18,27.0,0.1,6.0,3.3,49,-63513,805983,21874,85387
59,59,16,8,FALSE,2019-09-20T19:00:00Z,1,3,6,90,1,0,0,1,0,0,0,0,0,0,0,26,51.0,0.1,17.0,6.8,49,-31335,780394,12517,43852
59,62,19,5,TRUE,2019-09-28T14:00:00Z,2,2,7,90,0,1,0,2,0,0,0,0,0,0,1,28,33.0,10.4,26.0,6.9,49,22670,812978,47110,24440
59,71,1,2,FALSE,2019-10-06T13:00:00Z,1,0,8,90,0,0,0,1,0,0,0,0,0,0,0,19,23.8,10.3,0.0,3.4,49,8096,822665,30720,22624
174,5,20,1,TRUE,2019-08-11T13:00:00Z,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,2,2.2,15.1,11.0,2.8,55,0,17934,0,0
174,14,6,1,FALSE,2019-08-18T15:30:00Z,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,4,2.4,10.9,0.0,1.3,55,-1034,19963,1676,2710
174,27,15,0,FALSE,2019-08-24T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-2112,18503,1017,3129
174,36,3,1,TRUE,2019-08-31T14:00:00Z,3,1,4,63,0,0,0,1,0,0,0,1,0,0,0,4,5.6,25.3,5.0,3.6,54,-2363,16619,575,2938
174,45,12,0,FALSE,2019-09-14T14:00:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1150,15789,634,1784
174,56,17,0,TRUE,2019-09-21T11:30:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1052,14905,274,1326
174,66,13,4,TRUE,2019-09-29T15:30:00Z,5,0,7,32,0,1,0,0,0,0,0,0,0,0,0,25,24.0,30.5,2.0,5.7,53,-1013,14026,322,1335
174,74,10,1,FALSE,2019-10-05T14:00:00Z,2,1,8,45,0,0,0,1,0,0,0,0,0,0,0,5,0.0,4.8,0.0,0.3,53,-154,14051,570,724
331,6,2,2,TRUE,2019-08-10T16:30:00Z,3,1,1,90,0,0,0,1,0,0,0,0,0,0,0,17,17.6,26.5,8.0,5.2,55,0,436313,0,0
331,16,11,1,FALSE,2019-08-17T16:30:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,16,31.0,0.1,0.0,3.1,55,-41914,436403,14015,55929
331,28,13,2,TRUE,2019-08-25T15:30:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,14,16.2,5.8,0.0,2.2,55,-8544,445596,27173,35717
331,31,1,1,FALSE,2019-09-01T15:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,13,18.4,0.1,2.0,2.1,55,-34858,415297,10926,45784
331,48,7,10,TRUE,2019-09-14T14:00:00Z,4,0,5,90,0,1,1,0,0,0,0,0,0,0,1,38,39.6,12.8,0.0,5.2,55,-109,426649,31505,31614
331,56,9,1,FALSE,2019-09-21T11:30:00Z,2,1,6,90,0,0,0,2,0,0,0,0,0,0,0,11,22.0,0.3,2.0,2.4,55,37709,474826,51411,13702
331,69,16,2,TRUE,2019-09-28T14:00:00Z,2,1,7,90,0,0,0,1,0,0,0,0,0,0,0,13,23.6,0.3,0.0,2.4,55,14753,494796,39731,24978
331,72,4,1,FALSE,2019-10-05T11:30:00Z,3,0,8,90,0,0,0,3,0,0,0,0,0,0,0,16,29.8,2.0,2.0,3.4,55,-6049,491057,18015,24064
182,1,14,5,TRUE,2019-08-09T19:00:00Z,4,1,1,90,0,1,0,1,0,0,0,0,0,0,0,24,35.6,36.3,12.0,8.4,70,0,1302032,0,0
182,19,16,1,FALSE,2019-08-17T14:00:00Z,1,2,2,90,0,0,0,1,0,0,0,1,0,0,0,7,9.8,29.5,4.0,4.3,70,32545,1492715,82300,49755
182,24,1,5,TRUE,2019-08-24T16:30:00Z,3,1,3,90,0,1,0,1,0,0,0,0,0,0,0,29,38.4,80.3,56.0,17.5,70,-105350,1412954,46981,152331
182,32,5,11,FALSE,2019-08-31T16:30:00Z,0,3,4,90,0,1,1,0,0,0,0,0,0,0,2,40,19.4,33.3,0.0,5.3,70,65255,1534536,138001,72746
182,44,13,2,TRUE,2019-09-14T11:30:00Z,3,1,5,90,0,0,0,1,0,0,0,0,0,0,0,19,34.4,102.6,36.0,17.3,71,203477,1794553,252915,49438
182,53,6,7,FALSE,2019-09-22T15:30:00Z,1,2,6,90,1,0,0,1,0,0,0,1,0,0,0,24,51.0,29.8,7.0,8.8,71,860,1799651,68444,67584
182,68,15,6,FALSE,2019-09-28T11:30:00Z,0,1,7,90,0,0,1,0,0,0,0,0,0,0,0,27,27.4,7.7,1.0,3.6,72,152752,1992619,183915,31163
182,74,9,3,TRUE,2019-10-05T14:00:00Z,2,1,8,90,0,0,0,1,0,0,0,0,0,0,1,27,34.2,69.1,8.0,11.1,72,46507,2048366,72186,25679
189,1,14,1,TRUE,2019-08-09T19:00:00Z,4,1,1,38,0,0,0,0,0,0,0,0,0,2,0,7,5.6,0.0,0.0,0.6,60,0,1769075,0,0
189,19,16,0,FALSE,2019-08-17T14:00:00Z,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-1035061,741621,4603,1039664
189,24,1,0,TRUE,2019-08-24T16:30:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-199129,572939,1217,200346
189,32,5,0,FALSE,2019-08-31T16:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-98732,482277,2088,100820
189,44,13,0,TRUE,2019-09-14T11:30:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-57493,430058,3503,60996
189,53,6,0,FALSE,2019-09-22T15:30:00Z,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-27239,406264,1628,28867
189,68,15,0,FALSE,2019-09-28T11:30:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-25021,383045,1912,26933
189,74,9,0,TRUE,2019-10-05T14:00:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-8719,376371,5147,13866
344,6,2,0,TRUE,2019-08-10T16:30:00Z,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85,0,38989,0,0
344,16,11,0,FALSE,2019-08-17T16:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85,-13699,26235,382,14081
344,28,13,0,TRUE,2019-08-25T15:30:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-5067,22013,228,5295
344,31,1,1,FALSE,2019-09-01T15:30:00Z,2,2,4,30,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.9,0.0,0.3,84,-1603,20998,696,2299
344,48,7,0,TRUE,2019-09-14T14:00:00Z,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,2663,26689,4319,1656
344,56,9,0,FALSE,2019-09-21T11:30:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,2,28478,2329,2327
344,69,16,0,TRUE,2019-09-28T14:00:00Z,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-1023,29279,2134,3157
344,72,4,0,FALSE,2019-10-05T11:30:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-1128,29512,1502,2630
266,10,1,1,TRUE,2019-08-11T13:00:00Z,0,1,1,90,0,0,0,1,0,0,0,1,0,0,0,2,1.4,13.5,21.0,3.6,60,0,46041,0,0
266,17,14,2,FALSE,2019-08-17T14:00:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,7,2.0,2.9,6.0,1.1,60,3728,57146,9163,5435
266,28,17,3,FALSE,2019-08-25T15:30:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,3,8.0,1.4,36.0,4.5,60,-12107,45244,1383,13490
266,38,18,2,TRUE,2019-08-31T14:00:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,5,13.4,14.0,24.0,5.1,60,-5789,40722,3213,9002
266,44,10,2,FALSE,2019-09-14T11:30:00Z,3,1,5,66,0,0,0,2,0,0,0,0,0,0,0,8,5.2,1.3,2.0,0.9,59,-4980,36417,1018,5998
266,58,4,3,TRUE,2019-09-21T16:30:00Z,0,0,6,72,0,0,1,0,0,0,0,0,0,0,0,11,13.0,0.5,36.0,5.0,59,-11,37268,2760,2771
266,66,9,2,FALSE,2019-09-29T15:30:00Z,5,0,7,73,0,0,0,4,0,0,0,0,0,0,0,8,7.8,13.1,0.0,2.1,59,-3396,33890,786,4182
266,76,12,2,TRUE,2019-10-06T15:30:00Z,1,0,8,89,0,0,1,0,0,0,0,1,0,0,0,-1,0.0,0.9,29.0,2.5,58,-2584,31627,551,3135
103,9,12,0,FALSE,2019-08-11T15:30:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,267531,0,0
103,14,9,0,TRUE,2019-08-18T15:30:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-55672,240438,5617,61289
103,26,14,1,FALSE,2019-08-24T11:30:00Z,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.0,2.0,0.4,63,-56293,190504,2940,59233
103,33,15,0,TRUE,2019-08-31T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-28439,168016,2220,30659
103,50,20,4,FALSE,2019-09-14T14:00:00Z,2,5,5,90,0,1,0,2,0,0,0,0,0,0,0,26,31.8,17.6,24.0,7.3,62,-21946,151099,4117,26063
103,53,10,1,TRUE,2019-09-22T15:30:00Z,1,2,6,75,0,0,0,1,0,0,0,1,0,0,0,17,13.0,43.3,3.0,5.9,62,-289,155099,6383,6672
103,63,4,5,TRUE,2019-09-28T14:00:00Z,2,0,7,90,0,0,1,0,0,0,0,1,0,0,0,22,12.0,27.3,15.0,5.4,62,14401,174929,24101,9700
103,78,16,5,FALSE,2019-10-06T13:00:00Z,1,4,8,90,0,1,0,1,0,0,0,0,0,0,0,25,38.8,17.3,8.0,6.4,62,7994,185899,14834,6840
537,43,5,0,TRUE,2019-09-14T14:00:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0
537,58,13,3,FALSE,2019-09-21T16:30:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,10,10.4,24.4,6.0,4.1,45,156,282,184,28
537,63,6,1,FALSE,2019-09-28T14:00:00Z,2,0,7,90,0,0,0,2,0,0,0,1,0,0,0,11,8.4,6.5,22.0,3.7,45,953,1434,1172,219
537,72,17,3,TRUE,2019-10-05T11:30:00Z,3,0,8,87,0,0,1,0,0,0,0,0,0,0,0,14,11.8,3.8,2.0,1.8,45,547,2069,801,254
507,1,10,0,FALSE,2019-08-09T19:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2422,0,0
507,17,13,0,TRUE,2019-08-17T14:00:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-63,2674,287,350
507,26,6,0,TRUE,2019-08-24T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,719,4077,1306,587
507,40,19,1,FALSE,2019-08-31T14:00:00Z,2,0,4,54,0,0,0,1,0,0,0,0,0,0,0,3,9.0,0.3,0.0,0.9,45,304,4782,1050,746
507,46,11,2,TRUE,2019-09-14T16:30:00Z,3,2,5,90,0,0,0,2,0,0,0,0,0,0,0,12,19.8,0.0,0.0,2.0,45,252,5360,897,645
507,52,5,1,FALSE,2019-09-21T14:00:00Z,2,0,6,90,0,0,0,2,0,0,0,1,0,0,0,9,28.6,0.9,0.0,3.0,45,1114,6860,1635,521
507,64,7,2,FALSE,2019-09-28T14:00:00Z,2,0,7,90,0,0,0,2,0,0,0,0,0,0,0,18,21.6,0.6,0.0,2.2,45,199,7213,905,706
507,77,2,2,TRUE,2019-10-05T14:00:00Z,1,5,8,90,0,0,0,5,0,0,0,0,0,0,0,14,18.6,0.0,12.0,3.1,45,658,8114,1194,536
178,5,20,0,TRUE,2019-08-11T13:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,18668,0,0
178,14,6,0,FALSE,2019-08-18T15:30:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,109,22576,2357,2248
178,27,15,0,FALSE,2019-08-24T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1776,21222,956,2732
178,36,3,0,TRUE,2019-08-31T14:00:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1625,20079,737,2362
178,45,12,0,FALSE,2019-09-14T14:00:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1228,19328,781,2009
178,56,17,0,TRUE,2019-09-21T11:30:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-724,18842,403,1127
178,66,13,0,TRUE,2019-09-29T15:30:00Z,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,916,20410,2315,1399
178,74,10,0,FALSE,2019-10-05T14:00:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-351,20193,827,1178
351,6,2,0,TRUE,2019-08-10T16:30:00Z,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,798,0,0
351,16,11,0,FALSE,2019-08-17T16:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-48,970,109,157
351,28,13,0,TRUE,2019-08-25T15:30:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-55,972,68,123
351,31,1,0,FALSE,2019-09-01T15:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-32,989,80,112
351,48,7,0,TRUE,2019-09-14T14:00:00Z,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-35,1001,77,112
351,56,9,0,FALSE,2019-09-21T11:30:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-36,976,44,80
